iter	Logloss
0	0.6125999092
1	0.5361306434
2	0.4693350445
3	0.4140565549
4	0.3650950075
5	0.3286520122
6	0.2954025739
7	0.2692725022
8	0.2444377007
9	0.2289051927
10	0.208958817
11	0.1912148175
12	0.176382273
13	0.1641700189
14	0.1551820194
15	0.1447922257
16	0.1369855541
17	0.1289227193
18	0.1229622682
19	0.1168151961
20	0.111924824
21	0.1076817046
22	0.1037346286
23	0.1000564587
24	0.0961591854
25	0.09223246786
26	0.08889507802
27	0.08678355083
28	0.0856446703
29	0.08337002228
30	0.0815653298
31	0.07940434546
32	0.07751865584
33	0.07599637523
34	0.07459117207
35	0.07303244148
36	0.07118422407
37	0.06960503862
38	0.06865991479
39	0.06761525626
40	0.06644953124
41	0.06568821618
42	0.06525286586
43	0.06434706965
44	0.06371224121
45	0.0632187405
46	0.06280114233
47	0.06213952915
48	0.06191559768
49	0.0606508471
50	0.05991535372
51	0.05939394767
52	0.05892997534
53	0.05863150262
54	0.05761440566
55	0.05739862502
56	0.0566530991
57	0.05617790535
58	0.05581734023
59	0.05545365567
60	0.05503202151
61	0.05444397295
62	0.05343034403
63	0.05287212253
64	0.05263285289
65	0.05234083318
66	0.05204079378
67	0.05141723038
68	0.05078845592
69	0.05056683482
70	0.05021784753
71	0.04994543297
72	0.04970471648
73	0.04898342761
74	0.04845580561
75	0.04798905372
76	0.04763361906
77	0.04737054384
78	0.04724472193
79	0.04706437158
80	0.0468566979
81	0.04642561185
82	0.04619939041
83	0.04585547649
84	0.04546336953
85	0.04519819432
86	0.04506799179
87	0.04474133785
88	0.0445491468
89	0.0443554579
90	0.04413372688
91	0.04393157082
92	0.04353009638
93	0.04317436027
94	0.0426999636
95	0.04254917923
96	0.04215425079
97	0.0420096902
98	0.04159811613
99	0.04133031517
100	0.0411525014
101	0.04079359022
102	0.04042468069
103	0.04013096315
104	0.04005432848
105	0.03981799163
106	0.0394263124
107	0.03930961318
108	0.0390007829
109	0.03872824776
110	0.03830788745
111	0.03797749199
112	0.03789422632
113	0.0376552511
114	0.03741660992
115	0.03729299997
116	0.03720342692
117	0.03703849805
118	0.03679472931
119	0.03670244995
120	0.03653832479
121	0.03619866071
122	0.03599342491
123	0.03564518793
124	0.03549861897
125	0.03530474801
126	0.035245935
127	0.0350395973
128	0.03479011828
129	0.03461232215
130	0.03448301185
131	0.03429046864
132	0.0340801898
133	0.03386146618
134	0.03370245743
135	0.03359507365
136	0.03338007157
137	0.03322893085
138	0.03307996794
139	0.0329632845
140	0.03282493816
141	0.03263305243
142	0.03248284307
143	0.03229686978
144	0.03200458421
145	0.03187250834
146	0.03171901624
147	0.03157343012
148	0.03134464899
149	0.03120727805
150	0.03102952072
151	0.03085990859
152	0.03067441064
153	0.03049491459
154	0.03026367841
155	0.02997005436
156	0.02978629721
157	0.0296328174
158	0.02948876415
159	0.02925318358
160	0.02914084062
161	0.02880420497
162	0.02876602003
163	0.02864425295
164	0.02849098728
165	0.02835666871
166	0.02818505951
167	0.02806613048
168	0.02788350003
169	0.02771330613
170	0.02758781864
171	0.02735513105
172	0.02722534071
173	0.02706769815
174	0.02696607579
175	0.02686752793
176	0.02674106857
177	0.02664043421
178	0.02638633501
179	0.02616946055
180	0.02603105379
181	0.02594664776
182	0.02586413616
183	0.02577544847
184	0.0257343762
185	0.02558867341
186	0.02550207522
187	0.02541959251
188	0.02529337702
189	0.02517773199
190	0.02497400367
191	0.02484377835
192	0.0247061033
193	0.02468026417
194	0.0244765321
195	0.02437374734
196	0.02421630921
197	0.02407645187
198	0.02394523808
199	0.02385302084
200	0.02379555757
201	0.0236335945
202	0.02352929052
203	0.02345665931
204	0.02330780641
205	0.02319400379
206	0.02306156341
207	0.023014272
208	0.02287060834
209	0.02284002761
210	0.02279389342
211	0.02273753235
212	0.0226385605
213	0.02248830324
214	0.02240494153
215	0.02218187211
216	0.02212191543
217	0.02198854318
218	0.02183185797
219	0.02172123965
220	0.02161709311
221	0.02149118776
222	0.02136566685
223	0.0213341141
224	0.02119311696
225	0.02107302261
226	0.02095709442
227	0.02074004274
228	0.02068386893
229	0.02063881169
230	0.02044196262
231	0.02032685719
232	0.02027065718
233	0.02019587317
234	0.01997952263
235	0.01984498098
236	0.01980724746
237	0.01975345353
238	0.01973630708
239	0.01971562439
240	0.01964137368
241	0.01959153886
242	0.01955226376
243	0.01950462955
244	0.01945692398
245	0.01943887482
246	0.01941342928
247	0.01922813442
248	0.01915470185
249	0.01898213742
250	0.01896437447
251	0.01894391953
252	0.0188819241
253	0.01881468804
254	0.01879164064
255	0.01870349104
256	0.01864380884
257	0.0185757848
258	0.01848008994
259	0.01839445533
260	0.01837863677
261	0.01815802317
262	0.01814521503
263	0.01806673336
264	0.01792642938
265	0.01780021596
266	0.01772655404
267	0.01771173649
268	0.01763390861
269	0.01755730474
270	0.01753381727
271	0.01747281011
272	0.01738839014
273	0.0173730836
274	0.01732144735
275	0.01730813784
276	0.01727195835
277	0.01722711142
278	0.0171899588
279	0.01712599329
280	0.01711365216
281	0.01710459728
282	0.01707351181
283	0.01703121207
284	0.01692052939
285	0.01685867187
286	0.01680508077
287	0.01679125337
288	0.01672406075
289	0.01670804642
290	0.01659484007
291	0.01656468777
292	0.01643811809
293	0.01641093851
294	0.01639572022
295	0.01634681247
296	0.01633390752
297	0.01631645179
298	0.01615010083
299	0.01610256567
